age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
24,8.8,5.4,1.8,2.5,180,264,3.0,5.9,5.0,60,3,2,4.3,9.7,0.341,0.568,1.6,206.4,High,61.0
29,4.1,4.8,1.0,4.4,82,222,0.2,3.3,6.3,102,6,4,5.4,10.2,0.049,1.0,4.2,104.2,Moderate,73.6
16,14.2,4.8,2.8,4.1,140,280,0.6,6.0,7.0,67,2,9,6.9,11.7,0.042,0.493,1.5,168.0,Moderate,72.5
34,14.2,5.5,1.8,5.0,135,197,1.6,7.7,5.7,8,10,8,6.8,12.3,0.113,0.401,0.0,154.7,High,52.0
28,14.1,4.6,0.2,1.5,81,43,2.2,6.0,4.2,118,7,3,1.7,6.3,0.156,0.298,1.5,85.3,Moderate,54.9
28,4.6,3.4,1.9,3.7,47,194,0.6,9.1,2.2,16,7,8,5.6,9.0,0.13,0.478,0.0,66.4,Low,75.8
19,7.8,2.2,3.3,3.5,77,293,0.6,5.3,6.8,48,3,2,6.8,9.0,0.077,0.872,2.2,106.3,Low,75.5
16,15.8,6.1,3.3,2.2,181,280,3.6,3.9,3.8,62,1,3,5.5,11.6,0.228,0.241,3.6,209.0,High,43.3
32,12.6,1.8,2.1,2.9,89,305,2.8,8.7,5.0,83,9,5,5.0,6.8,0.222,0.397,0.0,119.5,Moderate,64.0
23,1.4,5.5,2.7,1.9,51,20,2.7,7.7,0.6,77,5,10,4.6,10.1,1.0,0.429,0.0,53.0,Moderate,79.9
17,2.0,1.9,5.8,0.9,73,105,2.3,4.7,4.0,45,2,10,6.7,8.6,1.0,1.0,2.8,83.5,Moderate,85.4
43,8.0,5.0,2.3,1.3,191,88,4.9,6.8,5.6,92,8,8,3.6,8.6,0.612,0.7,0.7,199.8,Moderate,62.5
23,14.6,6.0,1.5,0.6,87,50,0.2,5.8,4.7,12,10,1,2.1,8.1,0.014,0.322,1.7,92.0,High,38.5
22,9.1,1.7,1.5,4.1,136,217,0.9,9.6,3.6,99,10,4,5.6,7.3,0.099,0.396,0.0,157.7,Moderate,64.2
41,8.5,0.5,2.7,4.0,114,110,3.2,7.3,1.8,44,4,1,6.7,7.2,0.376,0.212,0.2,125.0,Moderate,61.9
41,2.6,1.0,4.6,5.7,85,35,0.7,4.1,2.5,52,10,1,10.3,11.3,0.269,0.962,3.4,88.5,High,58.8
17,10.9,4.8,1.2,4.4,174,329,2.9,6.5,5.6,16,7,5,5.6,10.4,0.266,0.514,1.0,206.9,Moderate,53.5
37,13.3,6.8,4.3,0.3,141,295,2.8,9.0,1.8,46,5,6,4.6,11.4,0.211,0.135,0.0,170.5,Moderate,54.2
37,6.7,0.4,0.1,5.3,139,181,4.9,7.7,5.0,61,3,1,5.4,5.8,0.731,0.746,0.0,157.1,Moderate,69.6
18,12.6,5.9,2.5,5.2,131,211,4.4,8.9,4.7,49,10,6,7.7,13.6,0.349,0.373,0.0,152.1,High,50.2
42,15.5,2.7,4.7,2.7,53,170,4.7,4.8,7.8,42,8,5,7.4,10.1,0.303,0.503,2.7,70.0,High,51.5
33,4.1,3.8,2.0,3.5,111,132,0.6,9.2,0.5,67,2,4,5.5,9.3,0.146,0.122,0.0,124.2,Moderate,76.1
27,8.8,7.4,3.4,5.9,71,292,4.3,8.3,0.9,83,1,10,9.3,16.7,0.489,0.102,0.0,100.2,High,68.9
16,5.3,2.7,1.2,3.2,10,195,0.6,8.1,4.0,74,5,5,4.4,7.1,0.113,0.755,0.0,29.5,Low,85.5
37,12.9,3.7,4.5,5.4,26,168,3.2,5.4,4.2,105,4,8,9.9,13.6,0.248,0.326,2.1,42.8,Moderate,69.9
27,9.7,0.1,0.3,0.5,25,197,3.6,9.2,0.3,85,10,9,0.8,0.9,0.371,0.031,0.0,44.7,Moderate,63.3
20,10.5,0.7,5.1,1.1,18,242,0.8,7.5,6.6,108,7,2,6.2,6.9,0.076,0.629,0.0,42.2,Low,73.2
42,13.0,2.1,1.2,2.6,190,278,3.2,9.0,4.0,117,9,6,3.8,5.9,0.246,0.308,0.0,217.8,High,56.9
40,6.9,0.2,5.2,3.5,68,292,0.3,5.5,2.8,71,6,3,8.7,8.9,0.043,0.406,2.0,97.2,Moderate,70.8
32,14.7,5.1,2.1,4.9,128,208,1.5,4.0,2.6,27,1,2,7.0,12.1,0.102,0.177,3.5,148.8,High,44.7
31,9.0,3.4,4.3,5.9,146,325,4.6,5.3,6.9,44,8,1,10.2,13.6,0.511,0.767,2.2,178.5,High,51.1
30,3.4,4.4,1.9,2.3,149,109,0.9,6.2,1.6,40,2,4,4.2,8.6,0.265,0.471,1.3,159.9,Low,69.0
38,11.4,1.4,5.4,0.3,128,281,0.3,6.7,1.3,93,4,8,5.7,7.1,0.026,0.114,0.8,156.1,Moderate,72.0
30,12.9,2.4,0.8,4.8,50,175,2.2,6.6,1.7,96,3,3,5.6,8.0,0.171,0.132,0.9,67.5,Moderate,63.8
20,5.8,5.3,1.1,3.6,152,219,4.3,6.8,5.0,96,6,5,4.7,10.0,0.741,0.862,0.7,173.9,Moderate,66.8
36,13.9,7.7,3.0,1.2,75,74,0.4,8.9,6.5,110,2,10,4.2,11.9,0.029,0.468,0.0,82.4,Low,77.4
29,14.6,0.4,0.5,3.0,84,273,1.8,4.2,2.6,117,5,5,3.5,3.9,0.123,0.178,3.3,111.3,Moderate,58.9
17,5.2,7.1,1.2,4.5,20,192,4.5,5.2,1.4,35,9,5,5.7,12.8,0.865,0.269,2.3,39.2,Moderate,49.5
26,15.8,4.6,5.7,4.6,17,219,0.6,9.2,1.7,90,3,9,10.3,14.9,0.038,0.108,0.0,38.9,Moderate,70.3
34,3.1,4.5,5.9,3.0,192,121,1.6,6.9,5.0,83,2,8,8.9,13.4,0.516,1.0,0.6,204.1,Low,82.8
22,4.0,4.0,2.3,1.8,143,304,3.9,7.1,2.0,32,2,8,4.1,8.1,0.975,0.5,0.4,173.4,Low,71.5
21,3.8,0.6,5.5,5.8,190,170,2.7,6.3,7.0,24,9,1,11.3,11.9,0.711,1.0,1.2,207.0,High,59.3
43,14.4,0.7,3.3,4.0,157,130,4.2,6.8,0.8,107,6,1,7.3,8.0,0.292,0.056,0.7,170.0,Moderate,44.4
17,10.8,4.8,1.6,2.4,176,285,0.6,4.4,0.3,106,2,2,4.0,8.8,0.056,0.028,3.1,204.5,High,50.7
21,3.3,2.7,4.2,1.7,108,110,4.6,6.8,0.7,18,3,8,5.9,8.6,1.0,0.212,0.7,119.0,Moderate,68.5
33,7.6,7.3,4.0,4.4,81,196,4.7,10.0,6.8,46,1,10,8.4,15.7,0.618,0.895,0.0,100.6,Moderate,77.6
17,10.2,3.3,5.9,1.5,122,250,0.8,7.0,5.2,84,2,1,7.4,10.7,0.078,0.51,0.5,147.0,Moderate,70.1
33,2.3,1.1,1.6,1.0,116,48,0.2,3.3,7.7,105,2,4,2.6,3.7,0.087,1.0,4.2,120.8,Low,80.3
30,14.2,5.7,4.0,3.2,43,320,4.9,8.6,2.7,32,2,9,7.2,12.9,0.345,0.19,0.0,75.0,Moderate,61.1
42,13.1,2.3,0.3,1.7,66,214,2.4,5.8,1.7,119,7,2,2.0,4.3,0.183,0.13,1.7,87.4,Moderate,53.3
34,8.6,4.2,0.7,3.8,126,326,2.9,4.1,4.5,66,3,3,4.5,8.7,0.337,0.523,3.4,158.6,Moderate,62.9
17,15.5,5.6,0.0,0.7,129,258,3.1,9.0,4.3,13,4,6,0.7,6.3,0.2,0.277,0.0,154.8,Moderate,54.7
35,7.3,7.2,6.0,3.9,156,286,3.9,4.4,4.7,78,2,10,9.9,17.1,0.534,0.644,3.1,184.6,Moderate,68.4
40,15.8,6.3,4.8,1.7,80,233,4.1,9.4,2.8,32,5,3,6.5,12.8,0.259,0.177,0.0,103.3,High,47.0
21,11.0,5.4,4.7,0.0,168,101,1.0,6.1,0.0,41,9,4,4.7,10.1,0.091,0.0,1.4,178.1,High,42.9
16,10.5,5.4,3.1,0.8,49,147,1.2,8.2,0.3,85,9,9,3.9,9.3,0.114,0.029,0.0,63.7,Moderate,63.8
39,3.5,7.6,1.8,5.6,151,281,4.4,6.8,5.3,64,7,9,7.4,15.0,1.0,1.0,0.7,179.1,Moderate,70.5
30,14.2,2.4,0.9,5.2,112,86,4.1,4.8,4.2,94,8,10,6.1,8.5,0.289,0.296,2.7,120.6,High,58.8
43,7.4,0.0,1.7,1.4,133,81,3.1,7.7,6.6,46,5,5,3.1,3.1,0.419,0.892,0.0,141.1,Moderate,76.4
38,3.4,2.2,2.3,4.7,132,152,5.0,9.7,2.4,34,5,7,7.0,9.2,1.0,0.706,0.0,147.2,Low,72.0
25,1.2,1.7,4.5,3.7,109,156,3.7,8.4,6.5,116,3,9,8.2,9.9,1.0,1.0,0.0,124.6,Low,92.1
34,9.4,5.3,3.2,5.8,174,47,1.1,7.2,3.4,83,6,8,9.0,14.3,0.117,0.362,0.3,178.7,High,68.7
32,8.9,5.1,0.5,2.2,181,230,4.2,9.9,0.8,31,1,7,2.7,7.8,0.472,0.09,0.0,204.0,High,57.8
20,11.8,4.7,0.1,4.1,146,224,2.1,4.9,7.8,54,3,8,4.2,8.9,0.178,0.661,2.6,168.4,Moderate,69.1
44,14.4,0.1,0.6,0.4,67,272,0.2,3.4,4.1,53,2,5,1.0,1.1,0.014,0.285,4.1,94.2,Moderate,64.0
19,2.2,5.8,2.5,2.4,157,57,1.6,3.2,5.0,75,7,5,4.9,10.7,0.727,1.0,4.3,162.7,Low,64.7
25,12.0,2.6,5.6,5.8,118,62,3.8,8.0,5.4,50,9,5,11.4,14.0,0.317,0.45,0.0,124.2,High,59.9
39,3.8,5.3,3.8,3.2,130,136,4.8,8.8,2.9,79,4,1,7.0,12.3,1.0,0.763,0.0,143.6,Moderate,65.8
32,13.9,4.5,4.8,1.7,101,209,1.4,7.4,6.0,58,7,6,6.5,11.0,0.101,0.432,0.1,121.9,Low,66.6
25,13.3,2.7,2.8,0.7,59,65,1.2,9.3,7.0,71,8,5,3.5,6.2,0.09,0.526,0.0,65.5,Moderate,70.6
32,9.1,1.1,2.2,4.2,157,185,2.8,7.9,3.1,119,10,8,6.4,7.5,0.308,0.341,0.0,175.5,Moderate,64.4
43,11.7,0.8,0.7,3.9,114,324,4.1,5.6,5.3,13,2,8,4.6,5.4,0.35,0.453,1.9,146.4,Moderate,64.8
35,5.7,6.7,5.3,2.2,173,222,3.7,4.3,6.1,17,7,2,7.5,14.2,0.649,1.0,3.2,195.2,High,49.0
39,8.1,7.3,4.7,5.7,126,252,2.8,9.5,1.5,54,3,6,10.4,17.7,0.346,0.185,0.0,151.2,Moderate,64.6
20,13.3,5.2,1.0,0.1,36,264,3.2,3.7,2.7,93,8,10,1.1,6.3,0.241,0.203,3.8,62.4,High,55.6
17,7.9,0.8,3.1,1.8,41,228,1.2,6.8,0.9,96,6,10,4.9,5.7,0.152,0.114,0.7,63.8,Low,79.2
21,6.4,3.2,2.9,5.5,10,267,2.2,5.2,4.8,97,3,6,8.4,11.6,0.344,0.75,2.3,36.7,Moderate,80.2
36,8.4,5.8,3.8,1.9,26,314,1.3,4.9,6.4,55,8,3,5.7,11.5,0.155,0.762,2.6,57.4,Moderate,63.7
17,13.4,6.2,5.7,1.5,146,346,4.4,7.5,4.9,107,3,1,7.2,13.4,0.328,0.366,0.0,180.6,High,53.3
28,6.0,0.9,3.5,3.2,93,177,0.6,4.6,1.4,48,9,7,6.7,7.6,0.1,0.233,2.9,110.7,Moderate,64.5
26,3.6,0.0,3.2,4.9,54,20,3.4,9.4,4.4,97,3,10,8.1,8.1,0.944,1.0,0.0,56.0,Low,93.8
26,11.7,5.7,0.3,0.6,75,236,1.3,5.8,6.7,59,1,5,0.9,6.6,0.111,0.573,1.7,98.6,Moderate,71.0
31,13.4,2.9,0.4,5.7,41,268,2.4,7.7,2.4,112,2,10,6.1,9.0,0.179,0.179,0.0,67.8,Moderate,76.0
26,2.5,2.0,1.1,4.8,54,88,1.5,8.1,6.7,52,4,5,5.9,7.9,0.6,1.0,0.0,62.8,Low,92.1
34,4.6,0.1,0.2,1.1,18,49,1.6,7.8,6.3,70,2,8,1.3,1.4,0.348,1.0,0.0,22.9,Low,96.5
30,3.1,4.3,4.5,4.3,39,134,1.3,9.3,0.2,5,4,5,8.8,13.1,0.419,0.065,0.0,52.4,Moderate,70.6
40,6.2,6.8,4.3,2.3,93,27,3.8,4.6,1.9,69,4,5,6.6,13.4,0.613,0.306,2.9,95.7,High,61.2
38,7.8,7.7,0.8,2.4,175,294,1.8,3.6,4.3,85,4,1,3.2,10.9,0.231,0.551,3.9,204.4,Moderate,54.2
38,12.2,4.5,5.0,4.7,69,334,3.6,3.4,5.7,7,1,2,9.7,14.2,0.295,0.467,4.1,102.4,High,50.0
31,10.8,4.1,0.9,5.8,10,55,2.3,9.1,7.0,100,9,5,6.7,10.8,0.213,0.648,0.0,15.5,Moderate,68.5
26,10.3,0.7,1.8,0.8,14,330,2.7,9.8,5.1,14,10,7,2.6,3.3,0.262,0.495,0.0,47.0,Moderate,63.9
37,6.3,4.4,1.5,2.5,72,63,2.7,5.1,3.0,25,7,3,4.0,8.4,0.429,0.476,2.4,78.3,Moderate,56.9
31,13.6,3.0,2.2,2.9,173,174,4.9,7.9,1.5,38,2,1,5.1,8.1,0.36,0.11,0.0,190.4,Moderate,46.1
23,8.1,4.9,1.5,2.3,74,96,1.8,3.1,6.1,2,3,2,3.8,8.7,0.222,0.753,4.4,83.6,Moderate,58.2
19,15.7,3.1,2.9,2.2,87,97,1.0,4.3,1.7,56,8,3,5.1,8.2,0.064,0.108,3.2,96.7,High,45.9
23,10.5,1.9,2.4,0.3,161,120,4.6,7.8,5.6,9,7,9,2.7,4.6,0.438,0.533,0.0,173.0,Moderate,63.1
19,2.9,0.8,5.9,4.1,141,49,0.9,3.5,1.4,2,4,8,10.0,10.8,0.31,0.483,4.0,145.9,Moderate,67.5
39,11.1,2.5,0.3,2.6,123,58,4.2,6.3,0.7,93,4,4,2.9,5.4,0.378,0.063,1.2,128.8,High,57.5
40,5.9,0.8,0.9,1.2,34,258,0.8,7.6,2.0,45,9,8,2.1,2.9,0.136,0.339,0.0,59.8,Low,75.1
18,11.3,1.4,0.3,4.9,144,32,3.3,8.4,2.3,21,5,9,5.2,6.6,0.292,0.204,0.0,147.2,Moderate,65.0
18,2.0,7.9,3.8,4.8,150,141,0.8,6.2,5.2,66,5,3,8.6,16.5,0.4,1.0,1.3,164.1,High,70.4
42,3.6,3.6,0.3,2.9,52,163,4.6,7.4,1.3,64,7,6,3.2,6.8,1.0,0.361,0.1,68.3,Moderate,69.7
44,13.8,4.3,5.0,1.8,66,191,2.8,6.8,7.4,96,1,8,6.8,11.1,0.203,0.536,0.7,85.1,Low,74.0
33,4.4,7.0,3.1,3.8,173,266,1.6,3.4,4.4,18,3,10,6.9,13.9,0.364,1.0,4.1,199.6,Moderate,67.8
44,13.6,8.0,3.2,1.7,151,266,0.7,8.2,3.9,99,2,7,4.9,12.9,0.051,0.287,0.0,177.6,Moderate,64.9
41,5.2,4.7,3.4,1.4,81,64,1.9,4.2,3.5,61,10,9,4.8,9.5,0.365,0.673,3.3,87.4,Moderate,66.7
34,10.6,6.5,1.0,4.4,36,272,3.5,3.2,4.5,97,6,7,5.4,11.9,0.33,0.425,4.3,63.2,High,59.2
34,11.4,2.6,1.2,0.2,137,310,1.9,6.2,0.2,56,6,1,1.4,4.0,0.167,0.018,1.3,168.0,High,50.6
36,8.7,2.4,1.9,0.6,115,226,1.2,9.1,7.9,94,10,9,2.5,4.9,0.138,0.908,0.0,137.6,Moderate,77.2
20,5.6,3.2,3.6,0.0,174,26,2.9,4.1,4.5,106,1,5,3.6,6.8,0.518,0.804,3.4,176.6,Moderate,69.5
33,4.2,5.4,1.3,0.9,80,261,2.1,3.1,0.3,87,6,6,2.2,7.6,0.5,0.071,4.4,106.1,Moderate,61.7
43,1.5,5.5,0.7,0.4,162,129,0.8,3.8,4.7,75,10,2,1.1,6.6,0.533,1.0,3.7,174.9,Moderate,56.1
25,5.6,2.5,5.8,6.0,76,133,0.8,5.5,3.5,12,2,2,11.8,14.3,0.143,0.625,2.0,89.3,Moderate,68.3
44,10.8,1.1,0.1,1.7,99,326,3.5,7.1,0.2,15,4,4,1.8,2.9,0.324,0.019,0.4,131.6,Moderate,55.2
37,15.1,5.1,4.8,0.9,13,321,4.9,4.4,7.4,15,6,4,5.7,10.8,0.325,0.49,3.1,45.1,High,46.0
36,14.1,1.0,4.7,1.4,115,295,1.2,8.6,0.1,114,3,5,6.1,7.1,0.085,0.007,0.0,144.5,Moderate,63.9
21,12.5,4.6,1.8,5.6,88,115,3.9,8.3,4.6,118,3,7,7.4,12.0,0.312,0.368,0.0,99.5,Moderate,70.3
16,12.8,5.5,0.8,3.1,105,313,0.4,7.9,7.7,51,3,1,3.9,9.4,0.031,0.602,0.0,136.3,Moderate,65.8
20,11.0,5.6,0.9,2.2,102,208,1.9,6.4,1.9,116,4,10,3.1,8.7,0.173,0.173,1.1,122.8,Moderate,70.3
24,4.9,6.0,4.2,5.2,83,307,2.5,5.6,2.0,83,9,4,9.4,15.4,0.51,0.408,1.9,113.7,High,58.2
27,14.6,7.0,3.9,2.4,135,173,1.3,5.6,0.0,40,4,9,6.3,13.3,0.089,0.0,1.9,152.3,High,52.5
41,11.1,4.0,4.7,2.0,25,77,2.6,6.5,0.5,47,4,8,6.7,10.7,0.234,0.045,1.0,32.7,Moderate,66.2
29,9.4,5.8,5.6,1.2,156,69,4.4,3.5,0.4,90,4,3,6.8,12.6,0.468,0.043,4.0,162.9,High,45.4
17,2.7,5.0,4.2,2.3,166,226,4.7,7.8,6.6,38,7,6,6.5,11.5,1.0,1.0,0.0,188.6,Moderate,68.6
32,7.7,1.5,0.9,1.9,125,71,0.5,5.5,6.7,12,5,9,2.8,4.3,0.065,0.87,2.0,132.1,Low,77.0
29,7.9,0.2,1.5,4.1,188,169,1.4,4.6,5.8,3,2,8,5.6,5.8,0.177,0.734,2.9,204.9,Moderate,69.7
41,14.0,2.3,5.1,1.7,27,72,4.9,4.9,2.8,95,7,7,6.8,9.1,0.35,0.2,2.6,34.2,Moderate,55.6
28,9.2,3.5,1.3,3.5,195,232,1.4,4.3,6.6,108,3,7,4.8,8.3,0.152,0.717,3.2,218.2,Moderate,72.0
42,6.7,4.9,0.4,0.4,181,85,3.5,9.3,4.3,103,1,1,0.8,5.7,0.522,0.642,0.0,189.5,Moderate,65.2
24,15.7,6.8,4.2,1.1,25,251,1.3,4.2,2.4,97,9,5,5.3,12.1,0.083,0.153,3.3,50.1,High,44.3
41,2.7,1.6,2.4,2.4,139,318,1.8,9.2,3.5,102,5,7,4.8,6.4,0.667,1.0,0.0,170.8,Moderate,84.5
40,7.3,1.0,5.5,5.6,65,170,1.0,7.0,0.5,42,10,2,11.1,12.1,0.137,0.068,0.5,82.0,High,56.6
30,1.6,7.7,3.9,2.3,88,224,4.3,9.1,7.6,80,1,6,6.2,13.9,1.0,1.0,0.0,110.4,Low,79.0
40,12.1,0.9,0.5,4.0,112,339,4.4,6.3,5.0,87,1,2,4.5,5.4,0.364,0.413,1.2,145.9,Moderate,62.5
37,14.8,3.8,5.7,1.5,37,274,1.5,9.5,5.8,92,1,3,7.2,11.0,0.101,0.392,0.0,64.4,Low,71.2
30,5.2,4.7,1.6,0.8,14,156,4.1,4.5,5.4,45,9,1,2.4,7.1,0.788,1.0,3.0,29.6,Moderate,56.0
39,13.9,4.3,2.0,0.4,115,154,1.8,6.9,5.3,91,8,3,2.4,6.7,0.129,0.381,0.6,130.4,High,56.7
26,5.4,0.7,2.4,1.8,31,73,0.5,3.9,0.1,108,6,7,4.2,4.9,0.093,0.019,3.6,38.3,Low,71.4
31,14.7,0.5,0.3,0.9,126,84,3.8,6.1,4.2,46,10,5,1.2,1.7,0.259,0.286,1.4,134.4,Moderate,47.6
44,12.3,0.8,3.0,1.0,109,21,3.0,7.0,6.6,85,6,4,4.0,4.8,0.244,0.537,0.5,111.1,Moderate,67.6
32,13.1,4.7,0.7,4.6,22,151,1.4,7.2,0.4,91,6,8,5.3,10.0,0.107,0.031,0.3,37.1,High,63.7
41,1.3,4.4,2.4,0.1,74,51,1.3,5.6,7.6,52,4,8,2.5,6.9,1.0,1.0,1.9,79.1,Low,87.6
19,15.4,1.9,2.1,3.3,153,262,4.9,3.5,3.4,24,5,1,5.4,7.3,0.318,0.221,4.0,179.2,High,36.8
16,11.9,5.1,4.6,2.3,95,211,4.3,7.6,2.3,40,10,9,6.9,12.0,0.361,0.193,0.0,116.1,High,51.9
23,5.6,6.6,4.8,3.0,73,161,4.0,6.4,4.3,2,3,9,7.8,14.4,0.714,0.768,1.1,89.1,High,68.7
32,13.4,0.3,0.9,3.4,41,167,0.6,4.0,6.4,76,3,2,4.3,4.6,0.045,0.478,3.5,57.7,Moderate,67.9
18,5.2,4.0,2.2,1.9,89,108,3.8,9.6,3.8,94,10,2,4.1,8.1,0.731,0.731,0.0,99.8,Moderate,61.2
44,14.1,5.5,2.2,1.8,60,68,1.1,9.7,5.2,12,7,8,4.0,9.5,0.078,0.369,0.0,66.8,Low,63.1
35,2.7,2.0,0.9,4.4,88,155,4.9,9.0,4.0,104,5,6,5.3,7.3,1.0,1.0,0.0,103.5,Low,80.3
30,11.6,2.5,4.8,5.2,195,210,0.3,8.9,5.1,17,8,3,10.0,12.5,0.026,0.44,0.0,216.0,High,55.8
30,9.1,4.9,4.2,1.2,183,168,1.8,3.7,1.1,36,5,2,5.4,10.3,0.198,0.121,3.8,199.8,High,45.8
39,2.4,7.2,1.1,0.6,189,106,2.1,10.0,0.3,42,4,5,1.7,8.9,0.875,0.125,0.0,199.6,Moderate,63.4
37,4.6,6.5,2.2,5.4,115,27,4.1,5.8,1.1,33,3,8,7.6,14.1,0.891,0.239,1.7,117.7,Moderate,63.6
29,1.2,4.7,0.6,2.1,72,242,3.8,4.1,2.3,80,2,6,2.7,7.4,1.0,1.0,3.4,96.2,High,70.1
41,8.0,5.8,3.8,3.3,85,35,1.9,8.7,2.0,54,3,3,7.1,12.9,0.238,0.25,0.0,88.5,Moderate,67.3
43,5.5,2.9,0.7,2.2,69,315,2.8,4.6,4.9,51,7,9,2.9,5.8,0.509,0.891,2.9,100.5,Low,76.0
38,10.0,5.1,5.9,0.8,74,125,4.2,6.7,3.6,84,8,8,6.7,11.8,0.42,0.36,0.8,86.5,Moderate,62.3
29,5.5,3.7,4.7,3.5,126,302,0.1,3.9,0.3,35,5,10,8.2,11.9,0.018,0.055,3.6,156.2,High,68.1
39,5.5,1.5,2.3,3.2,90,123,4.0,6.3,0.3,53,1,6,5.5,7.0,0.727,0.055,1.2,102.3,Moderate,69.9
17,12.1,5.6,3.5,1.2,114,165,4.7,6.9,0.7,58,3,1,4.7,10.3,0.388,0.058,0.6,130.5,High,47.3
28,1.7,4.5,5.5,2.7,137,54,0.2,6.1,2.8,113,4,2,8.2,12.7,0.118,1.0,1.4,142.4,Moderate,71.7
41,14.5,2.9,3.3,4.8,192,132,0.2,3.5,0.0,119,10,4,8.1,11.0,0.014,0.0,4.0,205.2,High,35.8
29,13.8,7.3,1.0,3.5,194,327,1.7,6.4,4.0,51,4,2,4.5,11.8,0.123,0.29,1.1,226.7,High,50.2
42,11.0,0.2,2.3,0.6,80,72,0.4,6.3,2.9,103,1,3,2.9,3.1,0.036,0.264,1.2,87.2,Moderate,69.9
39,9.9,2.5,5.1,3.3,95,100,2.4,4.8,4.4,18,10,8,8.4,10.9,0.242,0.444,2.7,105.0,High,56.5
34,14.4,0.5,3.9,4.2,163,123,3.6,9.5,5.8,11,9,9,8.1,8.6,0.25,0.403,0.0,175.3,Moderate,56.3
22,3.8,6.1,3.9,4.8,149,341,2.8,5.9,2.0,91,10,6,8.7,14.8,0.737,0.526,1.6,183.1,High,57.1
18,2.2,5.6,5.2,3.8,80,261,1.0,9.0,1.3,10,4,4,9.0,14.6,0.455,0.591,0.0,106.1,Moderate,69.2
30,4.6,2.7,5.4,0.9,55,50,3.3,3.8,2.2,47,2,2,6.3,9.0,0.717,0.478,3.7,60.0,Moderate,65.2
38,12.9,5.4,5.5,4.3,56,336,3.4,5.2,0.0,100,9,7,9.8,15.2,0.264,0.0,2.3,89.6,High,46.4
29,1.5,3.2,0.6,4.1,88,211,4.7,4.2,1.0,91,4,10,4.7,7.9,1.0,0.667,3.3,109.1,Moderate,73.3
26,9.7,6.1,3.3,0.1,175,252,0.7,5.9,6.0,98,4,7,3.4,9.5,0.072,0.619,1.6,200.2,Moderate,72.3
30,15.9,3.6,4.4,2.5,158,117,3.5,3.8,1.8,107,6,10,6.9,10.5,0.22,0.113,3.7,169.7,High,50.5
43,13.8,3.3,4.5,2.0,151,53,4.6,6.1,8.0,78,8,9,6.5,9.8,0.333,0.58,1.4,156.3,High,59.8
28,8.8,7.5,3.6,4.0,139,262,2.5,5.5,1.3,15,5,5,7.6,15.1,0.284,0.148,2.0,165.2,Moderate,48.4
33,2.0,2.0,1.0,1.3,136,78,1.8,4.6,6.3,108,8,10,2.3,4.3,0.9,1.0,2.9,143.8,Moderate,81.3
41,13.5,1.0,4.8,3.5,118,278,0.9,7.5,5.6,70,1,4,8.3,9.3,0.067,0.415,0.0,145.8,Moderate,73.5
21,10.0,4.7,4.3,5.5,128,36,4.3,9.7,2.6,46,4,10,9.8,14.5,0.43,0.26,0.0,131.6,Moderate,69.6
18,2.7,7.8,0.5,4.8,110,97,2.0,4.4,2.6,66,1,6,5.3,13.1,0.741,0.963,3.1,119.7,High,68.3
34,2.4,3.0,2.8,5.5,170,225,4.6,8.0,4.5,30,3,2,8.3,11.3,1.0,1.0,0.0,192.5,Low,67.8
30,14.6,0.5,1.0,5.9,15,321,4.2,8.2,6.8,75,7,2,6.9,7.4,0.288,0.466,0.0,47.1,High,61.7
40,11.0,2.7,2.0,0.1,135,185,1.9,6.5,3.1,7,1,9,2.1,4.8,0.173,0.282,1.0,153.5,Moderate,66.2
38,13.4,4.0,0.1,3.7,112,310,2.9,9.3,0.5,88,5,7,3.8,7.8,0.216,0.037,0.0,143.0,Moderate,60.5
20,14.2,1.3,2.4,2.5,46,131,0.1,9.8,3.0,60,1,7,4.9,6.2,0.007,0.211,0.0,59.1,Low,76.2
43,9.6,5.3,3.3,5.2,151,336,1.3,5.5,1.7,43,6,5,8.5,13.8,0.135,0.177,2.0,184.6,High,55.4
25,8.8,8.0,3.7,1.5,46,164,3.6,7.6,7.5,49,9,7,5.2,13.2,0.409,0.852,0.0,62.4,High,63.6
22,7.5,3.6,4.0,5.9,17,175,3.4,7.6,5.6,34,3,9,9.9,13.5,0.453,0.747,0.0,34.5,Moderate,82.5
40,5.8,2.8,5.0,3.7,86,197,1.8,5.8,0.4,75,6,10,8.7,11.5,0.31,0.069,1.7,105.7,Moderate,75.1
32,7.5,3.2,1.3,4.8,150,155,4.0,5.2,2.3,60,4,5,6.1,9.3,0.533,0.307,2.3,165.5,High,63.5
22,12.6,0.9,0.7,0.5,49,334,1.2,9.5,0.4,118,6,9,1.2,2.1,0.095,0.032,0.0,82.4,Low,72.0
37,10.0,7.1,5.1,1.1,116,37,2.3,8.5,6.6,84,2,1,6.2,13.3,0.23,0.66,0.0,119.7,Moderate,66.0
41,14.4,3.3,0.9,4.6,101,174,2.4,3.8,7.3,89,4,3,5.5,8.8,0.167,0.507,3.7,118.4,High,60.2
27,7.7,3.1,5.8,0.1,195,291,1.7,3.8,0.9,54,7,7,5.9,9.0,0.221,0.117,3.7,224.1,High,56.1
